,Artist,Genres,Popularity,Followers
1396,Pitbull,"['dance pop', 'latin', 'pop', 'pop rap']",89,4156938.0
1397,Dishwalla,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge']",53,47230.0
1398,Moving Units,"['alternative dance', 'dance-punk', 'la indie', 'new rave']",36,8506.0
1399,Kraak & Smaak,"['acid jazz', 'deep house', 'deep indie r&b', 'disco house', 'filter house', 'nu disco', 'nu jazz', 'trip hop', 'tropical house']",56,29546.0
1400,Bryce Vine,"['deep underground hip hop', 'pop rap', 'underground pop rap']",64,33869.0
1401,The Hollies,"['adult standards', 'album rock', 'art rock', 'blues-rock', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'christmas', 'classic funk rock', 'classic rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock', 'rock-and-roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soft rock']",66,161219.0
1402,Tiger Riot,['none'],1,78.0
1403,New Politics,"['indie pop', 'indie poptimism', 'indie rockism', 'indietronica', 'modern rock', 'pop punk', 'stomp pop']",62,155139.0
1404,Brandy Clark,"['contemporary country', 'country']",48,17688.0
1405,Johnossi,"['deep swedish indie pop', 'swedish alternative rock', 'swedish indie pop', 'swedish indie rock', 'swedish pop']",56,58704.0
1406,Imaginary Future,"['acoustic pop', 'chamber pop', 'channel pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'viral pop']",62,17970.0
1407,Milk & Bone,['none'],51,19751.0
1408,Ky-Mani Marley,"['dancehall', 'world christmas']",71,93932.0
1409,Demon's Claws,"['garage pop', 'garage rock', 'punk blues']",20,1431.0
1410,Ahmir,"['alternative r&b', 'dance pop', 'deep pop r&b', 'r&b', 'viral pop']",41,13982.0
1411,Moons of Mars,['none'],41,1125.0
1412,The Parlotones,['african rock'],32,6306.0
1413,Bear Vs. Shark,"['alternative emo', 'dance-punk', 'emo', 'emo punk', 'mathcore', 'post-hardcore', 'screamo']",38,8904.0
1414,Sublime With Rome,['reggae rock'],60,99243.0
1415,No Age,"['dance-punk', 'experimental rock', 'freak folk', 'garage psych', 'indie punk', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze']",34,20018.0
1416,Dan The Automator,"['alternative hip hop', 'ninja', 'trip hop', 'turntablism']",54,14514.0
1417,Azekel,"['deep indie r&b', 'indie r&b']",41,9981.0
1418,Ian Tyson,"['canadian country', 'cowboy western']",36,3139.0
1419,Rocstrong,['none'],28,1554.0
1420,Dumbfoundead,"['k-hop', 'underground hip hop']",61,62212.0
1421,The 65D Mavericks,['none'],0,31.0
1422,Fiancé,['indie psych-rock'],18,443.0
1423,Trans Am,"['dance-punk', 'experimental rock', 'math rock', 'noise rock', 'post rock', 'post-hardcore', 'slow core', 'space rock']",34,7656.0
1424,David Dondero,"['indie folk', 'stomp and holler']",25,2286.0
1425,Pariisin Kevät,"['finnish dance pop', 'finnish pop', 'suomi rock']",52,61952.0
1426,TTNG,"['alternative emo', 'dreamo', 'math pop', 'post rock', 'progressive post-hardcore']",49,38882.0
1427,Robert Pollard,"['alternative pop', 'alternative rock', 'gbvfi', 'jangle pop', 'lo-fi', 'power pop']",27,3786.0
1428,Canned Hamm,['none'],0,31.0
1429,Death From Above 1979,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave']",65,95900.0
1430,Josh Hoge,"['acoustic pop', 'folk christmas', 'neo mellow']",24,1306.0
1431,Per Gessle,"['classic swedish pop', 'europop', 'swedish alternative rock', 'swedish folk pop', 'swedish idol pop', 'swedish indie rock', 'swedish pop']",59,32582.0
1432,Mick Jenkins,"['alternative hip hop', 'deep indie r&b', 'deep underground hip hop', 'drill', 'escape room', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",67,144374.0
1433,Berlin After Midnight,['none'],33,220.0
1434,H.E.R.O.,['none'],30,552.0
1435,VNV Nation,"['dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",53,58824.0
1436,Matthew Friedberger,['none'],7,300.0
1437,Shred Kelly,['none'],34,1676.0
1438,Courage My Love,"['metropopolis', 'pixie', 'pop emo']",41,20520.0
1439,oOoOO,"['chillwave', 'escape room', 'grave wave', 'indie r&b', 'indietronica', 'vaporwave', 'witch house']",38,24689.0
1440,Jared & The Mill,"['deep new americana', 'indie anthem-folk', 'indiecoustica']",45,10146.0
1441,James McMurtry,"['alternative country', 'country rock', 'folk', 'modern blues', 'new americana', 'outlaw country', 'roots rock', 'southern rock', 'texas country', 'traditional folk']",49,20291.0
1442,Chumped,"['alternative emo', 'folk punk', 'indie punk', 'orgcore']",32,4715.0
1443,The Barr Brothers,"['chamber pop', 'deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'modern blues', 'new americana', 'stomp and holler']",62,51306.0
1444,Kidz In The Hall,"['alternative hip hop', 'pop rap', 'soul flow']",31,4692.0
1445,The Travis Waltons,['none'],14,535.0
1446,Kristofer Åström,"['swedish indie pop', 'swedish indie rock']",32,6157.0
1447,Lifelike,"['disco house', 'filter house', 'nu disco', 'retro electro']",18,18.0
1448,Pat Lok,"['deep indie r&b', 'filter house', 'nu disco']",49,6026.0
1449,Nice As Fuck,['none'],35,9807.0
1450,Jenna Chessall,['channel pop'],37,282.0
1451,The American Analog Set,"['folk christmas', 'indie pop', 'indie rock', 'lo-fi', 'slow core']",36,9249.0
1452,Leagues,['none'],42,13986.0
1453,Enter The Worship Circle,"['christian uplift', 'deep ccm']",39,14256.0
1454,Laurence Jones,['power blues-rock'],27,2502.0
1455,Kimbra,"['folk-pop', 'indie r&b', 'indietronica', 'pop']",69,244523.0
1456,The Jayhawks,"['alternative country', 'alternative rock', 'country rock', 'folk', 'folk rock', 'indie folk', 'jangle pop', 'lilith', 'new americana', 'pop rock', 'power pop', 'rock', 'roots rock', 'singer-songwriter']",50,39549.0
1457,Shearwater,"['austindie', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'melancholia', 'slow core', 'stomp and holler']",41,22890.0
1458,Jeff Rosenstock,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'lo-fi', 'modern rock']",53,21623.0
1459,Hoodboi,"['bass trap', 'electronic trap', 'vapor twitch']",47,5653.0
1460,Glass Towers,['shimmer pop'],25,4056.0
1461,Lane 8,"['deep house', 'deep tropical house', 'edm', 'gauze pop', 'groove room', 'house', 'nu disco', 'progressive house', 'tropical house']",61,38014.0
1462,Widespread Panic,"['blues-rock', 'jam band', 'modern blues', 'roots rock', 'southern rock']",57,79943.0
1463,Radio Moscow,"['blues-rock', 'garage rock', 'modern blues', 'neo-psychedelic', 'psychedelic doom', 'punk blues', 'stoner rock']",51,58357.0
1464,You Me and Apollo,['deep new americana'],34,3442.0
1465,Waker,['none'],32,858.0
1466,Goth Babe,"['indie garage rock', 'indie psych-rock', 'preverb']",36,4217.0
1467,California Breed,['none'],27,5376.0
1468,Red Tank!,['none'],8,160.0
1469,Carousel,['shiver pop'],36,10396.0
1470,Van Veen,['none'],0,1.0
1471,Paper Route,"['acoustic pop', 'dreamo']",47,24308.0
1472,Dryjacket,"['alternative emo', 'anthem emo', 'progressive post-hardcore']",37,3890.0
1473,All Dogs,"['columbus ohio indie', 'indie punk', 'preverb']",32,5513.0
1474,Gov't Mule,"['blues', 'blues-rock', 'british blues', 'classic rock', 'country blues', 'electric blues', 'jam band', 'modern blues', 'rock', 'roots rock', 'southern rock', 'texas blues']",55,69697.0
1475,Ace Young,['idol'],19,838.0
1476,Toki Wright,"['abstract hip hop', 'underground rap']",23,1440.0
1477,Maia Hirasawa,"['classic swedish pop', 'deep swedish indie pop', 'swedish folk pop', 'swedish indie pop', 'swedish indie rock', 'swedish pop']",38,10124.0
1478,Alexis Jordan,"['dance pop', 'europop', 'pop', 'post-teen pop']",55,43573.0
1479,Wilderado,"['chamber pop', 'deep new americana', 'indie poptimism', 'indie psych-rock', 'new americana', 'stomp and holler']",50,6955.0
1480,Frida Ånnevik,"['classic norwegian pop', 'norwegian indie', 'norwegian pop']",39,2436.0
1481,Sleeperstar,['none'],37,5165.0
1482,dodie,['none'],71,193210.0
1483,Sick Puppies,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock']",65,237356.0
1484,Greydon Square,"['abstract hip hop', 'underground rap']",39,5134.0
1485,Adna,"['chamber pop', 'indie folk', 'swedish indie pop']",54,18065.0
1486,Sälen,['none'],40,3760.0
1487,Paul Banks,['none'],33,17262.0
1488,General Ghost,['none'],31,2770.0
1489,Low Island,['none'],39,1720.0
1490,Richie Aldente,['none'],1,53.0
1491,Bear Hands,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']",54,55516.0
1492,BAYNK,['vapor soul'],63,12423.0
1493,PenaVega,['none'],14,5670.0
1494,Jonathan Roy,['none'],47,3319.0
1495,Rainer Maria,"['alternative emo', 'alternative pop', 'emo', 'emo punk', 'indie punk', 'indie rock', 'lo-fi', 'post-hardcore']",41,6395.0
1496,Spiderbait,"['australian alternative rock', 'australian pop']",53,23593.0
1497,Terror Jr,"['indie poptimism', 'pop', 'post-teen pop', 'teen pop']",66,63787.0
1498,The Piano Guys,"['bow pop', 'classify', 'viral pop']",71,631379.0
1499,DERYL DODD,"['country', 'country road', 'deep texas country', 'outlaw country', 'texas country']",42,4689.0
1500,The Postal Service,"['folk-pop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock']",61,249956.0
1501,Strange Bones,['alt-indie rock'],31,1903.0
1502,Through Forever's End,['none'],0,4.0
1503,The Lemonheads,"['alternative country', 'alternative pop', 'alternative rock', 'boston rock', 'britpop', 'dream pop', 'grunge', 'indie rock', 'jangle pop', 'lo-fi', 'madchester', 'neo-psychedelic', 'new wave', 'pop rock', 'post-punk', 'power pop', 'punk', 'singer-songwriter']",54,55737.0
1504,Nataly Dawn,['none'],46,6949.0
1505,Restorations,"['alternative emo', 'orgcore']",26,4388.0
1506,Matchbook Romance,"['emo', 'modern rock', 'pop punk', 'post-hardcore', 'screamo']",50,40179.0
1507,Ginny Owens,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",36,7192.0
1508,Olivia O'Brien,"['indie poptimism', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",76,108436.0
1509,Howie Day,"['acoustic pop', 'neo mellow', 'pop rock', 'viral pop']",65,99445.0
1510,Jeremy Loops,['indie anthem-folk'],54,47876.0
1511,Torul,"['ebm', 'futurepop', 'neo-synthpop']",30,1917.0
1512,Diamond Rugs,['none'],35,6630.0
1513,Michael Calfan,"['big room', 'deep big room', 'deep groove house', 'deep house', 'deep tropical house', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tropical house']",63,66033.0
1514,Jackson Scott,['indie garage rock'],24,3218.0
1515,The Pains Of Being Pure At Heart,"['brooklyn indie', 'chamber pop', 'chillwave', 'dream pop', 'garage psych', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'metropopolis', 'modern rock', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze', 'preverb', 'shoegaze', 'slow core', 'twee pop']",50,43747.0
1516,When Saints Go Machine,"['danish pop', 'deep danish pop']",41,27936.0
1517,Rookie Of The Year,"['dreamo', 'piano rock', 'punk christmas']",20,2643.0
1518,Ninjaspark,['chiptune'],16,745.0
1519,July Talk,['canadian indie'],55,41234.0
1520,Matt Pond PA,"['indie pop', 'modern rock', 'stomp and holler']",48,15929.0
1521,Mitski,"['anti-folk', 'brooklyn indie', 'chamber pop', 'dream pop', 'escape room', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie punk', 'indie r&b', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'preverb']",58,56374.0
1522,Flako,"['abstract beats', 'bass music', 'chillhop', 'indie jazz', 'wonky']",38,15436.0
1523,Anthony Green,"['alternative emo', 'dreamo', 'emo', 'modern rock', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']",47,44749.0
1524,Chlöe Howl,['metropopolis'],39,25943.0
1525,South Pole,['progressive trance house'],30,370.0
1526,The Zombies,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",63,135312.0
1527,Hippo Campus,"['chamber pop', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop', 'stomp and holler']",67,98792.0
1528,The Sound of Arrows,"['balearic', 'metropopolis', 'swedish indie pop', 'swedish synthpop', 'synthpop']",40,11689.0
1529,KLOE,['indie poptimism'],40,5397.0
1530,Glades,"['indie poptimism', 'indietronica', 'tropical house', 'vapor soul']",62,25973.0
1531,Lianne La Havas,"['deep indie r&b', 'indie r&b', 'neo soul', 'r&b', 'soul']",66,319022.0
1532,Guillemots,['none'],37,15757.0
1533,Slow Runner,['deep acoustic pop'],25,1892.0
1534,The Bad Chapter,['post-screamo'],30,1813.0
1535,Patrik Isaksson,"['classic swedish pop', 'europop', 'swedish alternative rock', 'swedish folk pop', 'swedish idol pop', 'swedish pop']",50,12096.0
1536,Band Of Skulls,"['alt-indie rock', 'alternative rock', 'garage rock', 'indie rock', 'modern blues', 'modern rock', 'punk blues']",56,131101.0
1537,Swervedriver,"['alternative pop', 'alternative rock', 'britpop', 'dream pop', 'gbvfi', 'grunge', 'indie punk', 'indie rock', 'jangle pop', 'lo-fi', 'madchester', 'math rock', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze', 'post-hardcore', 'shoegaze', 'slow core', 'space rock']",39,15078.0
1538,Davida,['idol'],1,30.0
1539,Make Do And Mend,"['alternative emo', 'melodic hardcore']",31,11227.0
1540,LukHash,"['deep chiptune', 'retro electro']",38,5055.0
1541,The Young Veins,['pop punk'],40,16326.0
1542,Easton Corbin,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']",67,207717.0
1543,AJJ,"['anti-folk', 'folk christmas', 'folk punk', 'lo-fi']",59,67984.0
1544,Bad Books,"['dreamo', 'indie folk', 'modern rock', 'stomp and holler']",46,30149.0
1545,OnCue,"['deep underground hip hop', 'underground pop rap']",49,13164.0
1546,Vagabon,"['chamber pop', 'chamber psych', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'preverb']",49,10498.0
1547,Jason Collett,['canadian indie'],35,4371.0
1548,The Internet,"['deep indie r&b', 'escape room', 'hip hop', 'indie r&b', 'neo soul', 'pop rap', 'r&b', 'rap']",68,296435.0
1549,The Verve,"['alternative rock', 'britpop', 'dream pop', 'electronic', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'neo mellow', 'neo-psychedelic', 'new wave', 'permanent wave', 'pop rock', 'rock']",70,433909.0
1550,Hedley,"['canadian pop', 'pop', 'pop punk', 'pop rock']",64,82261.0
1551,Kadebostany,['swiss rock'],55,29767.0
1552,Bridgit Mendler,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",68,605257.0
1553,Dabin,"['bass trap', 'brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep', 'vapor twitch']",57,16936.0
1554,Little Stella,['none'],2,78.0
1555,Catch 22,"['folk punk', 'punk', 'ska', 'ska punk', 'skate punk']",50,29204.0
1556,X Ambassadors,"['modern rock', 'pop', 'pop rock', 'stomp pop']",81,552475.0
1557,Noirre,['indie psych-rock'],38,2259.0
1558,Ella On The Run,['none'],24,1006.0
1559,Otherwise,"['alternative metal', 'hard alternative', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",55,32139.0
1560,Trizz,"['deep underground hip hop', 'underground hip hop']",54,4512.0
1561,It Looks Sad.,"['alternative emo', 'indie garage rock']",46,8599.0
1562,Icona Pop,"['candy pop', 'dance pop', 'edm', 'metropopolis', 'pop', 'swedish synthpop', 'tropical house']",71,479373.0
1563,Jeff Tweedy,"['alternative country', 'anti-folk', 'chamber pop', 'deep new americana', 'folk-pop', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'new americana', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler']",46,10321.0
1564,Sturgill Simpson,"['alternative country', 'modern blues', 'new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional country']",65,159941.0
1565,Amos Lee,"['acoustic pop', 'folk-pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'singer-songwriter']",65,203943.0
1566,The Modern Lovers,"['alternative rock', 'anti-folk', 'art rock', 'boston rock', 'classic funk rock', 'dance rock', 'experimental', 'experimental rock', 'folk rock', 'freak folk', 'funk rock', 'garage rock', 'indie rock', 'jangle pop', 'lo-fi', 'neo-psychedelic', 'new wave', 'no wave', 'noise pop', 'post-punk', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues', 'roots rock', 'singer-songwriter', 'space rock', 'uk post-punk']",55,23738.0
1567,Tramps & Thieves,['none'],10,170.0
1568,Hajk,"['norwegian indie', 'norwegian pop']",39,1409.0
1569,Postiljonen,"['chillwave', 'deep swedish indie pop', 'dream pop', 'indie dream pop', 'indie psych-rock', 'swedish indie pop']",39,10649.0
1570,Eli Mardock,['indie psych-pop'],7,332.0
1571,Armand Van Helden,"['big beat', 'deep groove house', 'deep house', 'disco house', 'electronic', 'hip house', 'house', 'speed garage', 'tropical house', 'uk garage', 'vocal house']",61,53205.0
1572,Taylor Hicks,['idol'],27,2867.0
1573,Marcus Blake,['none'],5,54.0
1574,Entheogenic,"['new tribe', 'psychedelic trance', 'psychill', 'world fusion']",40,14504.0
1575,The Fabulous Ginn Sisters,['lo star'],8,214.0
1576,Sam Fender,['none'],46,2141.0
1577,Kristen Agee,['none'],27,99.0
1578,We The Wild,['none'],28,2908.0
1579,Ebba Forsberg,"['classic swedish pop', 'swedish folk pop', 'swedish indie pop', 'swedish jazz', 'swedish pop']",44,9209.0
1580,John Monkman,"['deep disco house', 'deep melodic euro house', 'house']",38,2760.0
1581,Matt Terry,['none'],68,27881.0
1582,Midnight Red,"['deep dance pop', 'teen pop']",33,20972.0
1583,Joshua Radin,"['acoustic pop', 'folk-pop', 'indie folk', 'indiecoustica', 'neo mellow', 'pop rock', 'singer-songwriter', 'viral pop']",66,241508.0
1584,Hundred Waters,"['chillwave', 'indie psych-pop', 'indie r&b', 'indietronica', 'shimmer pop', 'vapor soul']",59,38050.0
1585,Larry and His Flask,"['folk punk', 'ska punk']",42,12275.0
1586,Dust,['psychedelic blues-rock'],28,2874.0
1587,Chlara,"['channel pop', 'viral pop']",54,4407.0
1588,Serena Ryder,"['canadian indie', 'canadian pop', 'folk christmas', 'folk-pop', 'lilith']",52,22730.0
1589,Surf Curse,"['indie garage rock', 'indie psych-rock', 'preverb', 'vegas indie']",52,24015.0
1590,Langhorne Slim,"['alternative country', 'anti-folk', 'chamber pop', 'deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'modern blues', 'modern rock', 'neo mellow', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",63,57231.0
1591,This Way To The Egress,"['dark cabaret', 'steampunk']",30,1454.0
1592,Steve Void,"['bass trap', 'deep tropical house', 'tropical house']",63,17760.0
1593,Making April,"['alternative pop rock', 'piano rock']",26,2487.0
1594,No Hot Ashes,['alt-indie rock'],35,2789.0
1595,Andrew Belle,"['acoustic pop', 'folk christmas', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'stomp and holler']",63,101012.0
1596,Angels Of Light,"['experimental', 'experimental rock', 'freak folk', 'industrial', 'new weird america', 'no wave', 'slow core']",32,7518.0
1597,The Turtles,"['brill building pop', 'british blues', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock']",63,91781.0
1598,Lee DeWyze,"['acoustic pop', 'idol', 'indiecoustica', 'neo mellow']",50,26764.0
1599,Southern Shores,"['chillwave', 'indie dream pop']",27,2504.0
1600,Leitbur,['neo-synthpop'],28,949.0
1601,Alex Bleeker,['popgaze'],12,464.0
1602,Kllo,"['deep australian indie', 'deep indie r&b', 'indie r&b', 'vapor soul']",57,18584.0
1603,Alexi Blue,"['channel pop', 'viral pop']",52,26803.0
1604,CHVRCHES,"['alternative dance', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'modern rock', 'pop', 'shimmer pop', 'shiver pop', 'synthpop', 'tropical house']",68,648402.0
1605,54-40,['canadian indie'],39,4077.0
1606,Black Star,"['alternative hip hop', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'turntablism']",56,88060.0
1607,Jamie N Commons,['none'],67,44903.0
1608,Phish,"['alternative rock', 'blues-rock', 'jam band', 'modern blues', 'pop rock', 'progressive bluegrass', 'rock', 'roots rock', 'singer-songwriter']",63,170348.0
1609,Andrew Kenny,['none'],17,163.0
1610,Mike Mago,"['big room', 'deep groove house', 'deep house', 'deep tropical house', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tropical house']",63,20776.0
1611,Snakehips,"['edm', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",79,156743.0
1612,Homesafe,"['alternative emo', 'anthem emo']",39,5637.0
1613,Shingo Nakamura,"['progressive house', 'progressive trance house']",39,6261.0
1614,Gabriel Garzón-Montano,"['deep indie r&b', 'escape room', 'funk', 'indie jazz', 'indie r&b', 'indietronica', 'neo soul']",56,25840.0
1615,Titus Andronicus,"['alternative rock', 'anti-folk', 'folk punk', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop', 'noise rock', 'stomp and holler']",43,29657.0
1616,St. Vincent,"['alternative dance', 'alternative rock', 'chamber pop', 'chillwave', 'dream pop', 'escape room', 'etherpop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'lo-fi', 'metropopolis', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'pop', 'shimmer pop', 'singer-songwriter', 'synthpop']",66,285871.0
1617,The Dying Arts,['none'],9,291.0
1618,TV Girl,"['chillwave', 'indie dream pop', 'indie garage rock', 'indie pop', 'indie psych-rock', 'indietronica', 'neo-psychedelic', 'preverb', 'shimmer pop', 'shimmer psych']",55,23250.0
1619,Bowling For Soup,"['comic', 'emo', 'heavy christmas', 'modern rock', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'punk christmas', 'skate punk']",69,287619.0
1620,The True Blue,['none'],37,894.0
1621,Mr. Gnome,['none'],38,9083.0
1622,Danity Kane,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop christmas', 'post-teen pop', 'r&b', 'urban contemporary']",54,124858.0
1623,Tenth Avenue North,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",63,195301.0
1624,The Ladybug Transistor,"['e6fi', 'twee pop']",20,1851.0
1625,Mojo Nixon,['psychobilly'],36,6015.0
1626,London Funk Allstars,"['big beat', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",24,2485.0
1627,Cold War Kids,"['garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'piano rock', 'stomp and holler']",72,340705.0
1628,Thieves Like Us,"['alternative dance', 'chillwave', 'dance-punk', 'indietronica', 'new rave', 'synthpop']",42,23954.0
1629,Sandra Dahlberg,['none'],22,610.0
1630,Chelsea Moon & Uncle Daddy,['none'],34,2929.0
1631,Strange Talk,"['alternative dance', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'metropopolis', 'shimmer pop']",46,31259.0
1632,Devendra Banhart,"['chamber pop', 'folk christmas', 'folk-pop', 'freak folk', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'new weird america']",67,304787.0
1633,The Venetia Fair,['progressive post-hardcore'],29,3214.0
1634,Little Mix,"['dance pop', 'pop', 'post-teen pop', 'talent show']",87,2538168.0
1635,SIAMES,['none'],52,8045.0
1636,BLAISE MOORE,"['deep indie r&b', 'vapor soul']",46,5785.0
1637,Remo Drive,['alternative emo'],52,11656.0
1638,Darling Parade,"['pixie', 'pop emo']",26,4073.0
1639,Drive Like Jehu,"['alternative rock', 'dance-punk', 'emo', 'emo punk', 'experimental rock', 'indie punk', 'indie rock', 'lo-fi', 'math rock', 'noise pop', 'noise rock', 'post rock', 'post-hardcore', 'post-punk', 'space rock']",33,12701.0
1640,The Saint Johns,['indiecoustica'],36,4108.0
1641,2Mex,"['abstract hip hop', 'underground rap']",31,2636.0
1642,Cobrayama,['none'],35,400.0
1643,Random Encounters,"['antiviral pop', 'otacore']",54,21489.0
1644,Bars and Melody,"['post-teen pop', 'teen pop']",60,153447.0
1645,Van Damsel,['indie rockism'],28,1115.0
1646,Wooden Shjips,"['chamber psych', 'freak folk', 'garage psych', 'garage rock', 'neo-psychedelic', 'new weird america', 'nu gaze', 'punk blues', 'space rock']",42,26049.0
1647,Tanlines,"['balearic', 'brooklyn indie', 'chillwave', 'indietronica', 'shimmer pop']",41,43434.0
1648,Big Daddy Weave,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",61,111929.0
1649,Hi-Finesse,['epicore'],41,2627.0
1650,Tori Kelly,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'teen pop', 'viral pop']",76,813405.0
1651,Noah Gundersen,"['acoustic pop', 'alternative roots rock', 'chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",59,69200.0
1652,ill.gates,['glitch hop'],40,10427.0
1653,Blind,"['gamecore', 'video game music']",35,1434.0
1654,Sugar,"['alternative country', 'alternative pop', 'alternative rock', 'britpop', 'dream pop', 'gbvfi', 'grunge', 'indie rock', 'jangle pop', 'lo-fi', 'madchester', 'neo-psychedelic', 'pop rock', 'post-hardcore', 'power pop', 'rock', 'shoegaze', 'space rock']",40,19384.0
1655,The Queen Killing Kings,['piano rock'],9,291.0
1656,Moderat,"['alternative dance', 'electronic', 'indietronica', 'microhouse', 'minimal techno', 'new rave']",66,286080.0
1657,Aereogramme,"['melancholia', 'post rock']",29,2959.0
1658,Saratoga Park,['none'],0,1.0
1659,Jack's Mannequin,"['dreamo', 'emo', 'indie pop', 'modern rock', 'neo mellow', 'piano rock', 'pop punk', 'pop rock']",57,110324.0
1660,Lichtpunkt,['none'],0,31.0
1661,Dessa,"['abstract hip hop', 'hip pop', 'underground rap']",47,23532.0
1662,The Rival,['none'],31,1477.0
1663,The Neighbourhood,"['indie pop', 'indietronica', 'modern rock', 'pop', 'shimmer pop']",79,1351997.0
1664,MØ,"['indie poptimism', 'indie r&b', 'pop', 'tropical house']",84,597337.0
1665,Tony Betties,['nu disco'],28,490.0
1666,Dan Andriano,['none'],16,864.0
1667,Big Daddy Kane,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'hip pop', 'old school hip hop', 'rap']",53,89786.0
1668,Come Wind,['dreamo'],30,3045.0
1669,Paul Cauthen,"['deep new americana', 'new americana']",38,3278.0
1670,Eli Young Band,"['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'pop rock', 'texas country']",69,301348.0
