,Artist,Genres,Popularity,Followers
5963,Saint PHNX,['none'],51,3049.0
5964,Malin Kojola,['none'],33,665.0
5965,Still Parade,['indie psych-rock'],38,6337.0
5966,Heavens,['emo'],31,3641.0
5967,Van She,"['alternative dance', 'australian dance', 'dance-punk', 'indietronica', 'new rave', 'nu disco', 'nu gaze', 'synthpop']",42,30072.0
5968,Howls,['none'],17,363.0
5969,WELL$,"['deep underground hip hop', 'underground hip hop']",42,2767.0
5970,J'Khai,['none'],20,50.0
5971,Breathe Owl Breathe,"['indie folk', 'michigan indie', 'stomp and holler']",32,7182.0
5972,The Forest Rangers,['alternative roots rock'],59,18209.0
5973,Summer Matthews,['none'],0,12.0
5974,Light Years,"['alternative emo', 'anthem emo', 'pop punk']",29,4032.0
5975,Emily Warren,['none'],76,10335.0
5976,Ruelle,"['indie poptimism', 'metropopolis']",66,100979.0
5977,PMMP,"['finnish dance pop', 'finnish pop', 'suomi rock']",49,50493.0
5978,The Pussycat Dolls,"['dance pop', 'europop', 'hip pop', 'pop', 'pop christmas', 'pop rap', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary']",74,863599.0
5979,The Glimmers,['balearic'],33,2328.0
5980,Strangers You Know,['indie rockism'],41,5500.0
5981,Caitlin Canty,"['indie singer-songwriter', 'new americana']",34,3969.0
5982,Kav Verhouzer,"['deep house', 'deep tropical house', 'house', 'tropical house']",57,9465.0
5983,Chelsea Cutler,['indie poptimism'],71,14288.0
5984,Christian Borle,"['broadway', 'hollywood', 'show tunes']",58,1981.0
5985,Alextbh,['none'],53,7170.0
5986,Goldsboro,['alternative roots rock'],13,355.0
5987,POP ETC,"['bay area indie', 'brooklyn indie', 'indie pop', 'indie psych-rock', 'indietronica', 'shimmer pop']",51,13609.0
5988,Ladytron,"['alternative dance', 'big beat', 'dance-punk', 'dream pop', 'electroclash', 'electronic', 'indietronica', 'new rave', 'synthpop', 'trip hop']",53,86981.0
5989,Alessia Cara,"['dance pop', 'pop', 'post-teen pop']",90,1571805.0
5990,Stephen Speaks,"['acoustic pop', 'folk christmas', 'neo mellow', 'opm', 'pop christmas', 'pop rock', 'viral pop']",56,12850.0
5991,My Darling YOU!,"['swedish indie pop', 'swedish indie rock']",14,564.0
5992,Mondo Generator,"['grunge', 'stoner metal', 'stoner rock']",31,7880.0
5993,Kree Harrison,['none'],23,1609.0
5994,Major Organ and the Adding Machine,"['e6fi', 'freak folk', 'neo-psychedelic']",10,1235.0
5995,Weatherbox,"['alternative emo', 'dreamo']",35,7209.0
5996,Lucy Dacus,"['chamber pop', 'preverb']",52,14508.0
5997,DJ Fresh,"['deep groove house', 'disco house', 'drum and bass', 'edm', 'grime', 'house', 'jungle', 'pop', 'tropical house']",65,184708.0
5998,White Reaper,"['garage pop', 'garage psych', 'garage rock', 'indie garage rock', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'preverb']",50,15049.0
5999,The Jepettos / Cup O'Joe,['none'],21,258.0
6000,Ramsey,['vapor soul'],35,3085.0
6001,Salt Cathedral,['vapor pop'],60,12048.0
6002,Cannibal Ox,"['abstract hip hop', 'alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",44,21461.0
6003,Numblife,['none'],29,272.0
6004,White Lung,"['garage punk', 'indie punk', 'noise pop', 'noise rock', 'vancouver indie']",41,20918.0
6005,Vintage Trouble,['modern blues'],49,67510.0
6006,Jon McLaughlin,"['acoustic pop', 'folk christmas', 'folk-pop', 'indiecoustica', 'neo mellow', 'piano rock', 'pop', 'pop christmas', 'pop rock', 'viral pop']",53,57839.0
6007,Aranda,"['alternative metal', 'hard alternative', 'nu metal', 'post-grunge']",46,21163.0
6008,Kylesa,"['avantgarde metal', 'doom metal', 'drone metal', 'mathcore', 'post rock', 'post-doom metal', 'post-metal', 'psychedelic doom', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']",43,34454.0
6009,Feverkin,"['chillstep', 'substep', 'vapor soul', 'vapor twitch']",43,5503.0
6010,Shelter Point,['shiver pop'],37,1300.0
6011,Stonehedge,['none'],0,25.0
6012,Sadistik,"['abstract hip hop', 'underground rap']",46,11181.0
6013,The Rifles,"['alt-indie rock', 'british indie rock', 'britpop', 'garage rock', 'indie christmas', 'indie rock', 'madchester', 'modern rock', 'new rave']",46,26418.0
6014,Rymdreglage,['chiptune'],29,3307.0
6015,Two Cow Garage,"['alternative country', 'columbus ohio indie', 'roots rock']",26,2917.0
6016,Hello World,['chiptune'],20,417.0
6017,White Lies,"['alternative dance', 'dance-punk', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'synthpop']",63,169701.0
6018,Keywest,['indie anthem-folk'],52,14342.0
6019,Steven James,['none'],29,131.0
6020,Jennifer Lopez,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",82,2443830.0
6021,Jake McMullen,"['indie anthem-folk', 'indiecoustica']",44,3458.0
6022,Shaun Reynolds,"['channel pop', 'viral pop']",53,5467.0
6023,Gabe Bondoc,"['neo mellow', 'viral pop']",52,26025.0
6024,SPC ECO,"['dream pop', 'nu gaze', 'shoegaze']",31,2229.0
6025,The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",64,474445.0
6026,Liz Cooper & the Stampede,['deep new americana'],42,3666.0
6027,Timecop1983,"['deep chiptune', 'future funk', 'retro electro', 'vaporwave']",50,18751.0
6028,New Language,['none'],21,434.0
6029,Wildfront,['indie psych-rock'],13,592.0
6030,Prozzak,['canadian indie'],35,3197.0
6031,c o z y,['none'],32,304.0
6032,Vanessa Carlton,"['dance pop', 'folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop', 'pop christmas', 'pop rock', 'post-teen pop']",68,132068.0
6033,Neon Dreams,['none'],51,2937.0
6034,Felix Palmqvist,['none'],41,518.0
6035,Watkins Family Hour,"['new americana', 'progressive bluegrass']",31,3284.0
6036,Paper Rival,"['dreamo', 'progressive post-hardcore']",27,3871.0
6037,Cosima,['deep indie r&b'],43,3430.0
6038,Black Books,['austindie'],34,3790.0
6039,Tensnake,"['alternative dance', 'balearic', 'deep disco house', 'deep house', 'disco house', 'filter house', 'house', 'indietronica', 'new rave', 'nu disco', 'tropical house', 'vocal house']",55,39452.0
6040,Caamp,"['deep new americana', 'indie anthem-folk', 'new americana', 'stomp and holler']",54,9058.0
6041,Akron/Family,"['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'lo-fi', 'neo-psychedelic', 'new weird america', 'noise pop', 'stomp and holler']",38,14693.0
6042,Arcane Roots,"['alt-indie rock', 'british alternative rock']",49,19121.0
6043,Crash Kings,['piano rock'],39,11145.0
6044,Matthew Logan Vasquez,"['deep new americana', 'new americana', 'stomp and holler']",34,3529.0
6045,"Fibes, Oh Fibes!","['swedish alternative rock', 'swedish indie pop', 'swedish indie rock']",35,10820.0
6046,Susan Tedeschi,"['acoustic blues', 'blues', 'blues-rock', 'british blues', 'chicago blues', 'country blues', 'electric blues', 'louisiana blues', 'memphis blues', 'modern blues', 'piedmont blues', 'soul blues', 'southern rock', 'swamp blues', 'texas blues', 'traditional blues']",51,37475.0
6047,LEAV/E/ARTH,['pixie'],23,825.0
6048,Tim Berg,"['big room', 'edm', 'electro house', 'progressive electro house']",54,100954.0
6049,Friendly Savages,['indiecoustica'],34,2629.0
6050,Black Peaks,['british alternative rock'],36,8561.0
6051,Governor Andy,"['danspunk', 'deep swedish hip hop', 'swedish hip hop', 'swedish reggae']",46,13877.0
6052,GIVERS,"['indie pop', 'shimmer pop', 'stomp and holler']",39,36660.0
6053,Rainbow Kitten Surprise,"['indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'modern rock', 'stomp and holler']",66,66349.0
6054,Voxhaul Broadcast,['austindie'],35,4393.0
6055,Magnus Ekelund & Stålet,"['deep swedish indie pop', 'swedish indie pop']",25,1565.0
6056,Lottie Joe Jones,['none'],0,1.0
6057,Fred Everything,"['deep house', 'disco house', 'vocal house']",38,4017.0
6058,Joanne Shaw Taylor,"['blues-rock', 'british blues', 'country blues', 'electric blues', 'modern blues', 'power blues-rock', 'soul blues', 'swamp blues', 'texas blues']",45,17755.0
6059,Why Don't We,"['post-teen pop', 'teen pop']",78,255965.0
6060,The Brevet,"['indie anthem-folk', 'indiecoustica']",46,5196.0
6061,Drug Church,"['alternative emo', 'chaotic hardcore', 'indie punk']",34,4203.0
6062,Nap Eyes,"['garage psych', 'preverb']",35,3525.0
6063,Sonic Youth,"['alternative rock', 'anti-folk', 'art rock', 'blues-rock', 'britpop', 'dance rock', 'dance-punk', 'dream pop', 'experimental', 'experimental rock', 'funk rock', 'garage rock', 'grunge', 'indie christmas', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'new wave', 'noise pop', 'noise rock', 'nu gaze', 'post-punk', 'psychedelic rock', 'punk', 'rock', 'singer-songwriter', 'slow core', 'space rock']",62,295712.0
6064,Yella Finesse,['filter house'],4,95.0
6065,Porno for Pyros,"['alternative rock', 'funk metal', 'funk rock', 'grunge', 'post-grunge', 'rock']",46,38810.0
6066,The Lumineers,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'neo mellow', 'stomp and holler']",81,1689637.0
6067,Mike Mictlan,"['abstract hip hop', 'underground rap']",32,2674.0
6068,Hot Rod Circuit,"['dreamo', 'emo', 'emo punk', 'pop punk', 'punk christmas']",34,5403.0
6069,Izabell,"['norwegian hip hop', 'norwegian indie']",43,2290.0
6070,James Curd,['nu disco'],43,2019.0
6071,Del The Funky Homosapien,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']",59,71210.0
6072,Adib Sin,['none'],37,2353.0
6073,Fake Problems,"['alternative emo', 'folk punk', 'orgcore']",36,6472.0
6074,Jane Decker,['indie rockism'],31,1021.0
6075,JRDN,['canadian pop'],44,1867.0
6076,Troy Ramey,"['indie anthem-folk', 'indiecoustica']",42,2449.0
6077,Fortunate Youth,['reggae rock'],52,23264.0
6078,Wesley Willis,['outsider'],29,6422.0
6079,Sparkadia,['deep australian indie'],34,5292.0
6080,Jayesslee,['viral pop'],52,44570.0
6081,Zomba Prison Project,['world'],23,2330.0
6082,Abbe Lewis,['none'],2,48.0
6083,Botany,"['chillwave', 'indie dream pop', 'shimmer psych', 'vaporwave', 'wonky']",39,7101.0
6084,Roomrunner,['indie punk'],11,998.0
6085,Syml,"['chamber pop', 'indie anthem-folk', 'indie folk']",67,22141.0
6086,Christian Death,"['dark wave', 'ethereal wave', 'experimental', 'gothic rock', 'industrial', 'industrial rock', 'new wave', 'uk post-punk']",41,22183.0
6087,Van Coke Kartel,"['african rock', 'afrikaans']",28,1260.0
6088,Sigurd Julius,"['norwegian indie', 'norwegian pop']",20,1221.0
6089,Cesare,['none'],37,790.0
6090,As Tall As Lions,"['dreamo', 'progressive post-hardcore']",41,24290.0
6091,Plts,['indie rockism'],40,2859.0
6092,Hot Club De Paris,"['british indie rock', 'math pop']",17,1315.0
6093,Bjørn Eidsvåg,"['classic norwegian pop', 'norwegian indie', 'norwegian pop', 'norwegian rock']",52,30818.0
6094,Riscas,['alt-indie rock'],41,1222.0
6095,Fionn Regan,"['chamber pop', 'chamber psych', 'folk-pop', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",59,24412.0
6096,Lucy Hale,"['pop', 'post-teen pop', 'teen pop', 'viral pop']",52,153802.0
6097,Kimya Dawson,"['anti-folk', 'folk punk', 'folk-pop', 'indie folk']",50,50464.0
6098,Showbread,"['christian hardcore', 'christian metal', 'christian punk', 'christian rock', 'dreamo']",30,5914.0
6099,MxPx,"['christian christmas', 'christian punk', 'emo', 'heavy christmas', 'melodic hardcore', 'pop punk', 'pop rock', 'punk', 'punk christmas', 'ska', 'ska punk', 'skate punk']",54,65897.0
6100,Jonezetta,"['christian rock', 'dreamo']",21,1880.0
6101,Past Midnight,['channel pop'],40,75.0
6102,Tiga,"['alternative dance', 'dance-punk', 'disco house', 'electroclash', 'electronic', 'filter house', 'new rave', 'synthpop']",53,46905.0
6103,Eric Gales,"['blues-rock', 'british blues', 'country blues', 'electric blues', 'modern blues', 'power blues-rock', 'soul blues', 'texas blues']",46,14430.0
6104,Marty Grimes,"['deep underground hip hop', 'underground pop rap']",47,8616.0
6105,Ought,"['dance-punk', 'experimental rock', 'freak folk', 'garage psych', 'indie punk', 'lo-fi', 'noise pop', 'noise rock', 'post-punk', 'preverb']",38,16667.0
6106,Forest Fire Gospel Choir,['none'],12,323.0
6107,This is Your Captain Speaking,"['atmospheric post rock', 'post rock']",22,2939.0
6108,Faraquet,"['math pop', 'math rock', 'post rock', 'post-hardcore']",30,4893.0
6109,Mo Kolours,"['abstract beats', 'indie jazz', 'wonky']",37,7503.0
6110,Seven Lions,"['big room', 'brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'progressive electro house', 'progressive house', 'tracestep', 'tropical house']",69,150020.0
6111,RJD2,"['alternative hip hop', 'big beat', 'chillhop', 'electronic', 'hip hop', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",62,201595.0
6112,Dayseeker,"['anthem emo', 'metalcore', 'post-screamo', 'progressive post-hardcore', 'screamo']",49,11729.0
6113,Stwo,"['deep indie r&b', 'indie r&b', 'vapor soul', 'vapor twitch']",52,26930.0
6114,June Divided,"['gothic alternative', 'pixie', 'pop emo']",23,2239.0
6115,Mux Mool,"['glitch hop', 'wonky']",41,13013.0
6116,The Concretes,"['indie pop', 'swedish indie pop', 'swedish indie rock', 'twee pop']",38,8121.0
6117,Eric Bellinger,"['dance pop', 'deep pop r&b', 'dwn trap', 'indie r&b', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']",71,175986.0
6118,Fleeting Joys,"['dream pop', 'indie shoegaze', 'nu gaze', 'shoegaze']",21,1679.0
6119,Polvo,"['alternative pop', 'alternative rock', 'dance-punk', 'dream pop', 'experimental rock', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'math rock', 'no wave', 'noise pop', 'noise rock', 'post rock', 'post-hardcore', 'post-punk', 'shoegaze', 'slow core', 'space rock']",34,8777.0
6120,Meat Puppets,"['alternative rock', 'experimental rock', 'funk rock', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'post-grunge', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock', 'uk post-punk']",49,46237.0
6121,Scenic Route to Alaska,['none'],38,2766.0
6122,Collective Efforts,"['ambeat', 'underground rap']",30,2202.0
6123,Jack Moy,['none'],42,4114.0
6124,The Moondoggies,"['deep new americana', 'stomp and holler']",34,6108.0
6125,Monarchy,"['alternative dance', 'indietronica', 'new rave', 'synthpop']",47,17314.0
6126,Quasimoto,"['alternative hip hop', 'chillhop', 'hardcore hip hop', 'hip hop', 'turntablism', 'underground hip hop', 'wonky']",55,69145.0
6127,Dr. Steel,"['dark cabaret', 'steampunk']",32,6438.0
6128,Neu KatalYst,['none'],0,16.0
6129,The Flaming Lips,"['alternative rock', 'anti-folk', 'blues-rock', 'chamber pop', 'classic rock', 'dance-punk', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'garage rock', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'ok indie', 'psychedelic rock', 'rock', 'singer-songwriter', 'space rock']",63,273249.0
6130,L D R U,"['aussietronica', 'deep australian indie', 'electronic trap']",58,13990.0
6131,Evans Blue,"['alternative metal', 'christian alternative rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",58,76314.0
6132,Chelsea Lankes,['indie poptimism'],42,8279.0
6133,Breanne Düren,['none'],44,2328.0
6134,Paul Bishop,['none'],0,1.0
6135,Motez,"['deep australian indie', 'deep groove house']",55,8389.0
6136,Michael Bernard Fitzgerald,"['canadian indie', 'deep canadian indie']",41,2595.0
6137,Sarah Harmer,"['canadian country', 'canadian indie', 'ectofolk', 'folk', 'folk-pop', 'lilith']",35,5881.0
6138,Hermano,"['psychedelic doom', 'retro metal', 'stoner metal', 'stoner rock']",36,11201.0
6139,Rosemary & Garlic,['none'],55,2836.0
6140,Detektivbyrån,"['laboratorio', 'swedish indie pop', 'swedish indie rock']",41,20919.0
6141,Siriusmo,"['alternative dance', 'electroclash', 'electronic', 'filter house', 'new rave']",51,35539.0
6142,Dear Nora,"['anti-folk', 'c86', 'preverb', 'twee pop']",36,2781.0
6143,Horse The Band,"['mathcore', 'melodic metalcore', 'metalcore', 'nintendocore', 'screamo']",38,19166.0
6144,Anathallo,['dreamo'],24,3346.0
6145,Balkans,['indie garage rock'],26,1851.0
6146,Johnny Flynn,"['anti-folk', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'stomp and holler']",55,78660.0
6147,Crystal Bowersox,"['idol', 'pop christmas']",31,7989.0
6148,Solen,"['deep swedish indie pop', 'swedish alternative rock', 'swedish indie pop', 'swedish indie rock']",45,2903.0
6149,Smif-N-Wessun,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']",48,34769.0
6150,Veronica Falls,"['c86', 'garage psych', 'noise pop', 'nu gaze', 'twee pop']",31,15541.0
6151,Dear Seattle,['deep australian indie'],41,2240.0
6152,Jewelz & Sparks,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'progressive house', 'sky room']",54,19721.0
6153,The Wombats,"['alt-indie rock', 'alternative dance', 'garage rock', 'indie christmas', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",70,413468.0
6154,See,['none'],32,3599.0
6155,Work Drugs,"['chillwave', 'indie christmas', 'indie dream pop', 'indie psych-rock', 'indietronica', 'shimmer pop', 'vapor soul']",46,17182.0
6156,Madcon,"['dance pop', 'norwegian hip hop', 'pop', 'pop rap', 'tropical house']",68,202326.0
6157,Bad Veins,['stomp pop'],30,5093.0
6158,Love Antell,"['classic swedish pop', 'deep swedish indie pop', 'swedish indie pop', 'swedish indie rock']",32,4764.0
6159,Teleman,"['alt-indie rock', 'chamber psych']",43,15080.0
6160,Old Sea Brigade,"['chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica']",55,3839.0
6161,Anberlin,"['alternative metal', 'christian alternative rock', 'christian christmas', 'christian rock', 'dreamo', 'emo', 'modern rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'punk christmas', 'screamo']",60,167847.0
6162,The Click Five,"['emo', 'neo mellow', 'pixie', 'pop christmas', 'pop emo', 'pop punk', 'pop rock', 'post-teen pop', 'punk christmas']",52,49319.0
6163,Jason Reeves,"['acoustic pop', 'channel pop', 'indiecoustica', 'neo mellow', 'pop rock', 'viral pop']",57,27304.0
6164,Tapes 'n Tapes,"['indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'stomp and holler']",36,14638.0
6165,Blaenavon,"['alt-indie rock', 'indie anthem-folk']",53,19392.0
6166,Stacie Orrico,"['candy pop', 'christian christmas', 'dance pop', 'europop', 'pop', 'pop christmas', 'post-teen pop', 'soul christmas']",52,47515.0
6167,WHITE DUPPY,"['deep tropical house', 'tropical house']",44,171.0
6168,Jess Kent,['none'],41,3847.0
6169,Durante,['none'],39,1927.0
6170,Julien Doré,"['chanson', 'french indietronica', 'french pop', 'french rock']",63,95265.0
6171,CRX,['alt-indie rock'],48,10462.0
6172,Bee's Knees,['none'],57,2694.0
6173,Nicole Cross,"['channel pop', 'viral pop']",55,23534.0
6174,Aino Jawo,['none'],64,39.0
6175,Marlene,['none'],44,4975.0
6176,Foy Vance,"['acoustic pop', 'chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'singer-songwriter', 'stomp and holler']",63,72959.0
6177,Kim Churchill,['deep australian indie'],52,16713.0
6178,The Fray,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop christmas', 'pop punk', 'pop rock', 'viral pop']",76,1281896.0
6179,Dappy,['grime'],56,78717.0
6180,An-Ten-Nae,['glitch hop'],39,11134.0
6181,Sam Amidon,"['chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'new americana', 'new weird america', 'slow core', 'stomp and holler']",50,14025.0
6182,Constellations,['none'],9,233.0
6183,Mando Diao,"['garage rock', 'indie christmas', 'indie rock', 'modern rock', 'swedish alternative rock', 'swedish indie rock']",61,163790.0
6184,SKATERS,"['alt-indie rock', 'brooklyn indie', 'indie garage rock', 'shimmer pop']",38,14271.0
6185,The Shoes,"['electrofox', 'filter house', 'french indie pop', 'french indietronica', 'new rave']",46,38159.0
6186,Chromeo,"['alternative dance', 'dance-punk', 'filter house', 'indietronica', 'new rave', 'nu disco', 'retro electro', 'synthpop']",61,190494.0
6187,Matt Treder,['none'],13,7.0
6188,People In Planes,['stomp pop'],33,5219.0
6189,Annika Norlin,"['deep swedish indie pop', 'swedish indie pop', 'swedish indie rock']",31,1416.0
6190,Mike Perry,"['edm', 'pop', 'tropical house']",79,108992.0
6191,Guerilla Toss,"['escape room', 'experimental rock', 'garage psych', 'indie punk', 'no wave', 'noise pop', 'noise rock', 'preverb']",36,4478.0
6192,Blonde,"['deep groove house', 'disco house', 'grime', 'house', 'pop', 'tropical house']",67,41702.0
6193,John Waller,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",43,15391.0
6194,Nick Pitera,['viral pop'],36,13648.0
6195,SZA,"['indie r&b', 'pop rap', 'rap']",89,475718.0
6196,Chiodos,"['emo', 'metalcore', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']",55,106048.0
6197,Los Colognes,['deep new americana'],35,2139.0
6198,VANT,"['alt-indie rock', 'indie rock']",50,22609.0
6199,Madilyn Paige,"['channel pop', 'viral pop']",44,6262.0
6200,Bomb the Music Industry!,"['alternative emo', 'anti-folk', 'folk punk', 'indie punk', 'lo-fi', 'orgcore', 'ska', 'ska punk', 'skate punk']",45,12705.0
6201,Traphik,['pop rap'],39,8754.0
6202,Yoni & Geti,['none'],33,2160.0
6203,Neon Hitch,"['pop', 'post-teen pop', 'strut']",59,78561.0
6204,Pato Pooh,"['deep swedish hip hop', 'swedish hip hop']",55,2393.0
6205,The Album Leaf,"['compositional ambient', 'focus', 'post rock']",59,91242.0
6206,Avid Dancer,"['indie psych-rock', 'la indie']",46,5140.0
6207,Big Something,['jam band'],40,4683.0
6208,Christy Nockels,"['alternative ccm', 'anthem worship', 'ccm', 'christelijk', 'christian alternative rock', 'christian music', 'christian relaxative', 'christian rock', 'deep ccm', 'world worship', 'worship']",54,48572.0
6209,JJ DOOM,"['abstract hip hop', 'alternative hip hop', 'escape room', 'hip hop', 'underground hip hop']",43,18900.0
6210,The Undercover Dream Lovers,"['indie garage rock', 'indie psych-rock', 'preverb', 'vapor soul']",56,4023.0
6211,George Shelley,['none'],25,5407.0
6212,Sleeping Lion,['none'],38,1404.0
6213,Booka Shade,"['alternative dance', 'deep disco house', 'deep euro house', 'deep melodic euro house', 'electronic', 'german techno', 'microhouse', 'minimal techno', 'tech house']",53,92136.0
6214,American Football,"['alternative emo', 'emo', 'emo punk', 'indie folk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'post rock']",53,65057.0
6215,Ry-Lo,['none'],33,765.0
6216,Laurel Halo,"['ambient', 'bass music', 'chamber psych', 'chillwave', 'drone', 'electronic', 'escape room', 'experimental', 'experimental rock', 'float house', 'fluxwork', 'fourth world', 'freak folk', 'gauze pop', 'glitch', 'grave wave', 'hauntology', 'indie r&b', 'intelligent dance music', 'mandible', 'microhouse', 'minimal', 'noise pop', 'outsider house', 'vaporwave', 'witch house']",42,16838.0
6217,Anteros,['alt-indie rock'],37,4529.0
6218,The Breeders,"['alternative pop', 'alternative rock', 'anti-folk', 'boston rock', 'britpop', 'dance rock', 'dream pop', 'garage rock', 'grunge', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'pop rock', 'post-punk', 'power pop', 'punk', 'rock', 'shoegaze', 'space rock', 'uk post-punk']",56,84842.0
6219,Michigan Rattlers,['deep new americana'],33,1193.0
6220,Groove Armada,"['acid jazz', 'alternative dance', 'big beat', 'disco house', 'electronic', 'new rave', 'nu jazz', 'nu skool breaks', 'trip hop', 'vocal house']",63,210171.0
6221,Kehlani,"['dance pop', 'deep indie r&b', 'deep pop r&b', 'indie r&b', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",83,789750.0
6222,Scott Orr,"['indie anthem-folk', 'indiecoustica', 'stomp and flutter']",38,2040.0
6223,Jordin Sparks,"['dance pop', 'europop', 'hip pop', 'neo mellow', 'pop', 'pop christmas', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'soul christmas', 'urban contemporary', 'viral pop']",70,366641.0
6224,eleven.five,"['progressive house', 'progressive trance house']",33,942.0
6225,Charles Bradley,"['deep funk', 'funk', 'memphis soul', 'modern blues', 'soul', 'soul blues', 'soul christmas', 'southern soul']",63,152316.0
6226,Brighten,"['alternative pop rock', 'dreamo', 'pop emo']",37,5021.0
6227,Matt Pryor,['emo'],29,3353.0
6228,Britney Spears,"['dance pop', 'pop', 'pop christmas', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",82,2506558.0
6229,Lincoln Jesser,"['deep tropical house', 'tropical house']",59,7418.0
6230,Kelpe,"['ambient idm', 'bass music', 'drill and bass', 'electronica', 'glitch', 'intelligent dance music', 'microhouse', 'ninja', 'wonky']",39,7348.0
6231,Matthias Vogt,['none'],31,909.0
6232,The Veer Union,"['alternative metal', 'christian alternative rock', 'hard alternative', 'nu metal', 'post-grunge', 'post-screamo', 'rap metal']",50,18036.0
6233,Leroy Sanchez,"['channel pop', 'viral pop']",65,98755.0
6234,Borgeous,"['big room', 'brostep', 'deep big room', 'deep house', 'deep tropical house', 'edm', 'electro house', 'electronic trap', 'house', 'progressive electro house', 'progressive house', 'sky room', 'tracestep', 'tropical house']",68,189419.0
6235,Greg Bates,"['contemporary country', 'country road', 'lift kit', 'modern country rock']",41,17226.0
6236,All Get Out,"['alternative emo', 'anthem emo', 'dreamo', 'progressive post-hardcore']",42,9830.0
6237,The Bled,"['mathcore', 'melodic metalcore', 'metalcore', 'post-hardcore', 'progressive post-hardcore', 'screamo']",35,11758.0
6238,Quiet Life,"['deep new americana', 'modern blues', 'new americana', 'stomp and holler']",43,4554.0
6239,Elise Estrada,['canadian pop'],30,2230.0
6240,Nick Waterhouse,"['chicago indie', 'funk', 'modern blues', 'soul']",62,39567.0
6241,Shlohmo,"['bass music', 'chillhop', 'chillwave', 'deep indie r&b', 'downtempo', 'electronic trap', 'escape room', 'indie r&b', 'indietronica', 'underground hip hop', 'vapor twitch', 'vaporwave', 'wonky']",62,123289.0
6242,Awaken I Am,"['post-screamo', 'progressive post-hardcore']",40,4212.0
6243,Mimosa,['glitch hop'],37,5883.0
6244,Sorority Noise,"['alternative emo', 'anthem emo', 'indie punk', 'modern rock', 'pop punk']",59,45944.0
6245,Jerad Finck,['none'],48,4915.0
6246,Early Hours,['indie rockism'],39,2475.0
6247,Paul Arcane,['progressive house'],34,239.0
6248,ELEL,['indie psych-rock'],38,4788.0
6249,Digital Daggers,['otacore'],50,27646.0
6250,Tristen Beer,['indie anthem-folk'],34,215.0
6251,Kings of Convenience,"['folk christmas', 'folk-pop', 'indie christmas', 'indie folk', 'indie pop', 'melancholia', 'neo mellow', 'norwegian indie']",65,364974.0
6252,The Cooper Temple Clause,['britpop'],30,5475.0
6253,National Park Radio,['deep new americana'],35,2002.0
